x,y,impact_total,distance_to_nearest_blast,impact_B1,impact_B2
16.0,52.0,37.444764348786826,58.034472514187634,37.3856431090525,0.05912123973432496
16.0,53.0,37.38266687500185,58.077534382926416,37.32097327030696,0.06169360469489352
16.0,54.0,37.29495671349448,58.137767414994535,37.230623387842215,0.06433332565226194
16.0,55.0,37.18182012531758,58.215118311311535,37.114780573758864,0.06703955155871406
16.0,56.0,37.04349554541145,58.309518948453004,36.97368429116698,0.06981125424447203
16.0,57.0,36.88027275325223,58.42088667591412,36.807625529377454,0.07264722387477596
16.0,58.0,36.69249186880907,58.54912467321779,36.61694580394987,0.07554606485920427
16.0,59.0,36.48054217865631,58.69412236331676,36.40203598640704,0.07850619224926449
16.0,60.0,36.24486079788792,58.855755878248644,36.16333496922858,0.08152582865933873
17.0,19.0,27.941774710512156,64.88451279003334,27.930953271021323,0.010821439490833579
17.0,20.0,28.53873550527177,64.41273166075166,28.527182189013505,0.011553316258265974
17.0,21.0,29.128294281279686,63.953107821277925,29.11596812895817,0.012326152321516348
17.0,22.0,29.709475430028352,63.50590523722971,29.6963338482859,0.013141581742454252
17.0,23.0,30.281301202541993,63.071388124885914,30.267299946639405,0.014001255902586994
17.0,24.0,30.842794401341227,62.64982043070834,30.82788756141434,0.014906839926885466
17.0,25.0,31.39298112300736,62.24146527838174,31.377121114184042,0.015860008823315782
17.0,26.0,31.930893540809436,61.84658438426491,31.914031097473405,0.016862443336031634
17.0,27.0,32.455572716463415,61.465437442517235,32.43765689095193,0.01791582551148403
17.0,29.0,33.46145701444094,60.74537019394976,33.441274875499374,0.020182138941563937
17.0,30.0,33.94081418873738,60.40695324215582,33.919415791837764,0.02139839689961106
17.0,31.0,34.403247868304035,60.08327554319921,34.38057562322281,0.022672245081221575
17.0,32.0,34.84788594983285,59.77457653551382,34.82388065421524,0.02400529561761598
17.0,33.0,35.27388205307895,59.481089431852205,35.24848292362538,0.02539912945356501
17.0,34.0,35.680418209325765,59.20304046246274,35.653562919316094,0.02685529000966963
17.0,35.0,36.06670748434458,58.9406481131655,36.03833220773654,0.028375276608044248
17.0,36.0,36.43199652408279,58.69412236331676,36.40203598640704,0.029960537675750396
17.0,37.0,36.77556801155358,58.463663928973865,36.74395554781132,0.031612463742263695
17.0,38.0,37.09674302370409,58.249463516842795,37.06341064345488,0.03333238024921249
17.0,39.0,37.394883277410244,58.05170109479997,37.35976173721766,0.035121540192581076
17.0,40.0,37.66939325418102,57.87054518492115,37.63241213756149,0.03698111661953002
17.0,41.0,37.91972219365203,57.706152185014034,37.88080999864811,0.03891219500391732
17.0,42.0,38.145365946504626,57.55866572463264,38.10445018097811,0.04091576552651386
17.0,43.0,38.34586867806044,57.42821606144492,38.30287596277268,0.042992715287757804
17.0,44.0,38.52082441446638,57.3149195236284,38.47568059398368,0.04514382048270095
17.0,45.0,38.66987842410209,57.21887800367987,38.62250868553257,0.047369738569515624
17.0,46.0,38.79272842760157,57.14017850864661,38.743057427136996,0.04967100046457302
17.0,47.0,38.88912563068277,57.07889277132134,38.83707762788414,0.052048002798629305
17.0,48.0,38.958875574816155,57.0350769263968,38.90437457454608,0.054501000270073464
17.0,49.0,39.00183880163163,57.0087712549569,38.94480870349917,0.057030098132459836
17.0,50.0,39.01793132785666,57.0,38.95829608300197,0.059635244854686104
17.0,51.0,39.0071249284923,57.0087712549569,38.94480870349917,0.062316224993135695
17.0,52.0,38.96944722686197,57.0350769263968,38.90437457454608,0.06507265231589324
17.0,53.0,38.90498159110388,57.07889277132134,38.83707762788414,0.06790396321973872
17.0,54.0,38.81386683761802,57.14017850864661,38.743057427136996,0.07080941048102268
17.0,55.0,38.69629674291427,57.21887800367987,38.62250868553257,0.07378805738169958
17.0,56.0,38.55251936623543,57.3149195236284,38.47568059398368,0.07683877225175079
17.0,57.0,38.38283618624163,57.42821606144492,38.30287596277268,0.0799602234689527
17.0,58.0,38.18760105593452,57.55866572463264,38.10445018097811,0.08315087495641206
17.0,59.0,37.96721898086563,57.706152185014034,37.88080999864811,0.08640898221752066
17.0,60.0,37.72214472650844,57.87054518492115,37.63241213756149,0.08973258894694933
17.0,61.0,37.45288126147267,58.05170109479997,37.35976173721766,0.09311952425500669
17.0,71.0,33.571113697092144,60.74537019394976,33.441274875499374,0.12983882159276827
17.0,100.0,16.622910501238927,75.82216034906945,16.392776381475272,0.2301341197636544
18.0,19.0,29.0573841710786,64.00781202322104,29.045481641929946,0.011902529148654094
18.0,20.0,29.67820939496035,63.52952069707436,29.665501872671463,0.012707522288888901
18.0,21.0,30.291339694998364,63.06346010171025,30.277782128334348,0.013557566664016654
18.0,22.0,30.895760631037845,62.609903369994115,30.881306171454952,0.014454459582893582
18.0,23.0,31.49045553808383,62.16912416947821,31.47505552067954,0.015400017404289848
18.0,24.0,32.07440832546874,61.741396161732524,32.05801225386529,0.016396071603446926
18.0,25.0,32.646606328621516,61.326992425847855,32.62916186409558,0.017444464525937658
18.0,26.0,33.206043202480984,60.92618484691127,33.1874961576544,0.01854704482658287
18.0,27.0,33.751721845186545,60.53924347066124,33.73201618259394,0.019705662592603333
18.0,28.0,34.28265734032378,60.166435825965294,34.26173517617207,0.020922164151713617
18.0,29.0,34.797879905708584,59.80802621722272,34.7756815191411,0.022198386567483172
18.0,31.0,35.777400429936314,59.135437767890075,35.75246316921668,0.02493726071963482
18.0,32.0,36.23986088003585,58.82176467941097,36.21345739360017,0.026403486435677907
18.0,33.0,36.68293912827161,58.52349955359813,36.655002560412264,0.027936567859347613
18.0,34.0,37.10578465913939,58.240879114244144,37.07624645653645,0.029538202602935777
18.0,35.0,37.50757922734551,57.97413216254298,37.47636918757082,0.03121003977469494
18.0,36.0,37.887539504668005,57.723478758647246,37.85458583216473,0.03295367250327786
18.0,37.0,38.24491963446324,57.48912940721924,38.2101490042276,0.034770630235634294
18.0,38.0,38.579013682148876,57.271284253105414,38.54235131132045,0.03666237082842233
